,bldg_Building_gml_id,damage_value_building,damage_value_contents,damage_value_total
0,bldg_26544d37-5300-4b17-8f98-0bea0131819d,0.0,0.0,0.0
1,bldg_7019140c-7bfe-447a-8e56-2dd4ee9d84ff,0.0,0.0,0.0
2,bldg_d953eb1a-9225-4352-88da-dfc79bd1544f,0.0,0.0,0.0
3,bldg_223ef7de-64ed-4233-bae2-0fc6f4301dad,0.0,0.0,0.0
4,bldg_84db1151-b22a-4ba2-82ab-c351001cdf5d,0.0,0.0,0.0
5,bldg_8f9771b7-8670-4e28-8727-a995b067a06a,0.0,0.0,0.0
6,bldg_05b1f8cc-43da-436a-89d3-87c8fdf50c77,0.0,0.0,0.0
7,bldg_65dee1f1-4f5a-4f42-94a8-c44dfbddb701,0.0,0.0,0.0
8,bldg_f9ef9541-7f50-4a04-9e50-5c9369bbc8e2,0.0,0.0,0.0
9,bldg_a4810cd4-e515-4ba7-83b9-c3ca3b87c48e,0.0,0.0,0.0
10,bldg_c70c469a-c6f9-451b-bbee-1d4a71d0d80b,0.0,0.0,0.0
11,bldg_fa875369-2514-4f7e-8719-3e7012a961ac,0.0,0.0,0.0
12,bldg_c1a00e02-6827-4762-868b-fd57b13806ee,0.0,0.0,0.0
13,bldg_e1c9da50-815e-4f40-9ceb-8a806cda28e2,0.0,0.0,0.0
14,bldg_8a0a53c4-2bdd-4c35-adfe-7a21c3ec04d5,0.0,0.0,0.0
15,bldg_afd2740a-9245-4a60-8918-e5fcbd23ba7e,0.0,0.0,0.0
16,bldg_936a0775-0f1a-4865-bbc7-6577209545bf,0.0,0.0,0.0
17,bldg_7aef568b-de2c-483b-9cae-48dd96ee93f3,0.0,0.0,0.0
18,bldg_cdbc7777-d6f4-44bb-b5b0-d288ed86ed8a,0.0,0.0,0.0
19,bldg_666566f2-68e6-4ee9-a0b3-3cab52358d63,0.0,0.0,0.0
20,bldg_51f1ff9f-a96c-4613-9399-f088660562a2,0.0,0.0,0.0
21,bldg_e679b7b3-0036-4250-8ed2-9f7a7e445609,0.0,0.0,0.0
22,bldg_2ca61019-1394-4b05-9636-27b34ff81a0c,0.0,0.0,0.0
23,bldg_631bfcff-fbe0-42ca-b497-8ebbb47378d1,0.0,0.0,0.0
24,bldg_57cc7e30-1fc8-4c75-90d2-b2038c8a58d5,0.0,0.0,0.0
25,bldg_051a2926-ce53-48e8-a90b-6387ef6f990e,0.0,0.0,0.0
26,bldg_fe6ba7ab-6fd9-4bd7-9b1a-ebfb365caee4,0.0,0.0,0.0
27,bldg_66ba3a3d-5ead-4420-8f2d-0307c53e0eb1,0.0,0.0,0.0
28,bldg_d3d9a68a-40c3-47be-b444-33539157f852,0.0,0.0,0.0
29,bldg_19bb861b-5ea9-4c52-9d55-95d3471bb372,0.0,0.0,0.0
30,bldg_a79622fa-49b8-429d-bd4c-b5683311ed7b,0.0,0.0,0.0
31,bldg_731476c7-1781-43d8-b43d-7e821e7f5167,0.0,0.0,0.0
32,bldg_3c1e7ae4-4adb-4d66-93ef-f5a935f35539,0.0,0.0,0.0
33,bldg_73c35d38-7dd4-4889-8f68-198e50a7ce58,0.0,0.0,0.0
34,bldg_1af3c217-7657-4cee-9e63-817dec890e30,0.0,0.0,0.0
35,bldg_713947d3-dd17-4b67-b733-e0ad305c9510,0.0,0.0,0.0
36,bldg_3e02d712-c8a8-4d89-9dfc-099c38dbd848,0.0,0.0,0.0
37,bldg_403c5a03-ef65-4bb6-aa4c-3d7c2cab2dd8,0.0,0.0,0.0
38,bldg_42b06460-5452-4df6-9629-65474f3d21cb,0.0,0.0,0.0
39,bldg_a45b7219-3bfc-4a4f-9d5a-5a638711497e,0.0,0.0,0.0
40,bldg_3cd25ddf-7813-448b-a654-ae1f87cd8e08,0.0,0.0,0.0
41,bldg_d5afb73e-5550-436d-a38d-9cbc881db1e7,0.0,0.0,0.0
42,bldg_76e7b896-c0ff-4474-ac38-312177af0faf,0.0,0.0,0.0
43,bldg_f68de54d-8fad-4c88-86cd-d293ccac68ef,0.0,0.0,0.0
44,bldg_90b71766-d80a-41d2-993d-3a1c8eb10eb2,0.0,0.0,0.0
45,bldg_61826963-2b1b-41c3-a68e-5daf7f4f4287,0.0,0.0,0.0
46,bldg_824d1855-82d7-4046-a007-cef16783dbcb,0.0,0.0,0.0
47,bldg_57236db5-2b2a-47cd-9bc8-4bd8f6089ee6,0.0,0.0,0.0
48,bldg_485fbb97-dbc0-4d32-84c0-86ec112af1a1,0.0,0.0,0.0
49,bldg_46dacf5b-7fa6-4597-8a4c-62053e051adb,0.0,0.0,0.0
50,bldg_736ac87a-0090-4ef3-8a4f-7a07fa55581f,0.0,0.0,0.0
51,bldg_5f2a3be5-e1fa-4e06-ac9d-82e34a7c56bb,0.0,0.0,0.0
52,bldg_bee75f5f-2499-4ea5-9093-6b18a39a16ff,0.0,0.0,0.0
53,bldg_cb1f489e-d1e8-4107-83ce-34a20e5c4de2,0.0,0.0,0.0
54,bldg_86adcf80-e312-4e6d-a243-855946ebe06c,0.0,0.0,0.0
55,bldg_72247a52-e073-445e-8aee-8575bd0d0956,0.0,0.0,0.0
56,bldg_844e9d9c-0619-4d2f-ae12-eb975812543c,0.0,0.0,0.0
57,bldg_8e42692d-1027-4b7b-b821-9734c09e6c40,0.0,0.0,0.0
58,bldg_4963919f-7e82-401d-b483-3327777e8ba6,0.0,0.0,0.0
59,bldg_88dace96-1c39-4a09-9c0a-92ef98f7d808,0.0,0.0,0.0
60,bldg_3beaa835-2fc5-4863-8e65-9328c3079e5c,0.0,0.0,0.0
61,bldg_8d1f6aae-cf0b-4cb2-9be3-3c19e2fb0014,0.0,0.0,0.0
62,bldg_e40fab15-7d53-4a28-8fa2-eed95717b9e3,0.0,0.0,0.0
63,bldg_112c94e1-f871-4e13-bcb5-e902797bab93,0.0,0.0,0.0
64,bldg_eb5c8011-b15b-46ad-b360-2ffdfe3101fd,0.0,0.0,0.0
65,bldg_8076c75a-7c83-441f-a881-b6d4db15b252,0.0,0.0,0.0
66,bldg_d355f33d-39e0-47ff-87fc-5b07f502d699,0.0,0.0,0.0
67,bldg_b87728c9-ab99-4568-93cc-c11c85240f73,0.0,0.0,0.0
68,bldg_36ffe92f-bc4d-423e-99e9-90ac0cef5f07,0.0,0.0,0.0
69,bldg_77356842-9fd8-4781-8c06-78d8a8ae8535,0.0,0.0,0.0
70,bldg_d70f0979-6fa3-4cb8-98af-c9de64e15bb8,0.0,0.0,0.0
71,bldg_633283cb-acb9-4d79-ad66-5b1fe08ff0ac,0.0,0.0,0.0
72,bldg_68d8a460-db08-4823-9ec9-297df0f7bd6c,0.0,0.0,0.0
73,bldg_5c57ee8b-68bd-497b-904d-f235f443c2ab,0.0,0.0,0.0
74,bldg_6be7ad1f-99c4-416b-9b4e-17a08dc9fb3a,0.0,0.0,0.0
75,bldg_ae56d00f-0f7d-4b2a-874d-3883779a687b,0.0,0.0,0.0
76,bldg_c8e355b0-36b2-4dd2-b3da-ceb2a29a5b8e,0.0,0.0,0.0
77,bldg_bf2725f1-b511-4868-8c61-45220043174b,0.0,0.0,0.0
78,bldg_72049fc5-1f98-4d8d-9947-32d6a2689d03,0.0,0.0,0.0
79,bldg_8a95b4e4-0dab-479c-aff4-72594c79f015,0.0,0.0,0.0
80,bldg_9ef7be1b-75ca-4903-b7fb-a5e5644efca5,0.0,0.0,0.0
81,bldg_e8ce7c5f-e9cf-4a99-8140-5ca334f9d922,0.0,0.0,0.0
82,bldg_edfc3c39-e204-4c9b-af78-de3578ebbfd7,0.0,0.0,0.0
83,bldg_17088fba-b54d-4e3b-91e0-2ac3422f9e2d,0.0,0.0,0.0
84,bldg_0ad4b061-b512-417d-afc6-b1a000e14284,0.0,0.0,0.0
85,bldg_e8d5a92c-5766-41f2-8182-aa99f53d3084,0.0,0.0,0.0
86,bldg_749c7db5-a4a6-4f15-b17f-c96adc91d0cc,0.0,0.0,0.0
87,bldg_0b1e6147-64e5-4de4-9388-e0bc397cc70c,0.0,0.0,0.0
88,bldg_eb247d91-d4d9-46f2-9470-cf6f2a382793,0.0,0.0,0.0
89,bldg_b9416427-22fa-4b98-8d92-2f420376b5c2,0.0,0.0,0.0
90,bldg_454e7b2f-d0f6-4e6b-beca-8ea422a62341,0.0,0.0,0.0
91,bldg_b58a6dba-4244-4a09-92b0-630d28bc806a,0.0,0.0,0.0
92,bldg_00a597f3-6984-4de4-a2da-500e0516f2b8,0.0,0.0,0.0
93,bldg_c841b643-34e1-46eb-9cba-04924019e275,0.0,0.0,0.0
94,bldg_a247f1de-1607-4f24-b2e6-6a2d39f2f1a0,0.0,0.0,0.0
95,bldg_d96e320c-96bf-420f-bec3-302afaf981c6,0.0,0.0,0.0
96,bldg_533cbc1e-22ef-4b36-b0c7-e0894067dc0f,0.0,0.0,0.0
97,bldg_c6e6f35f-8333-4277-ba34-19babd198fc1,0.0,0.0,0.0
98,bldg_6eacc976-5244-4963-8878-1cd6bd5a93dd,0.0,0.0,0.0
99,bldg_f242981f-e363-48b9-aa26-1bf7ccb97155,0.0,0.0,0.0
100,bldg_5e6ddeb2-b145-48f4-8c79-6083d847ec4b,0.0,0.0,0.0
101,bldg_b01cdbed-0462-4f76-b8a8-1573751883eb,0.0,0.0,0.0
102,bldg_2c96e413-c085-409c-9230-8d9b247e8449,0.0,0.0,0.0
103,bldg_06c58bef-43b0-453a-9237-37c98aaacaaf,0.0,0.0,0.0
104,bldg_99a26f49-0720-4dc8-8331-d223cd2679e9,0.0,0.0,0.0
105,bldg_1e43e42b-a8a7-44cb-b894-0292d3a728bb,0.0,0.0,0.0
106,bldg_3ca9aaa5-0b68-4f5b-87ce-65b2660b35ae,0.0,0.0,0.0
107,bldg_f2aebf9f-a07c-40b2-a757-abbeac27854d,0.0,0.0,0.0
108,bldg_815e97d8-ff3b-4065-baf8-bb5e66073ce6,0.0,0.0,0.0
109,bldg_f01d32a5-7429-480d-9a00-e04dfe1f1cd1,0.0,0.0,0.0
110,bldg_a74b10f2-584a-4959-9461-b8e2da2d41e2,0.0,0.0,0.0
111,bldg_065dbccd-1148-427b-8773-c9ecd5ad16e3,0.0,0.0,0.0
112,bldg_8cf96d58-a1dc-4459-b47f-4ba0e873bfa7,0.0,0.0,0.0
113,bldg_7dde9880-8d47-4962-8c90-0c0e9d4045f1,0.0,0.0,0.0
114,bldg_fbde775d-6c68-4983-82e8-473305acf16a,0.0,0.0,0.0
115,bldg_a048977c-2fc2-40a2-aef0-681d1634b476,0.0,0.0,0.0
116,bldg_f581f78b-529e-4439-9b28-fc367c967a8d,0.0,0.0,0.0
117,bldg_5591b162-9cca-4168-ad53-9b89aad44384,0.0,0.0,0.0
118,bldg_c7a5556c-7d58-4d5f-b9c8-10f696e040ce,0.0,0.0,0.0
119,bldg_3aa071c3-fd16-4b30-8d76-f0e5bf8b95fd,0.0,0.0,0.0
120,bldg_8b2fb672-ad47-41e9-afe8-2d3d0a726015,0.0,0.0,0.0
121,bldg_4b7df8b1-e03a-4de8-a3e7-c1a8160054af,0.0,0.0,0.0
122,bldg_f0a4d517-b97e-424f-88a3-75f677317264,0.0,0.0,0.0
123,bldg_cba94583-c298-44d7-a752-7d0ad03e4f85,0.0,0.0,0.0
124,bldg_ee62d818-996f-49c2-9cb1-c021a99e71eb,0.0,0.0,0.0
125,bldg_d31a0da9-7b1b-47d4-a3ac-4f0e0a6be972,0.0,0.0,0.0
126,bldg_984ed36a-9ea9-485a-ae5f-71350976036f,0.0,0.0,0.0
127,bldg_d692c5d0-2365-47f3-9559-0072ab0a64d2,0.0,0.0,0.0
128,bldg_23d9c902-3406-46c0-971e-273ac4d279d1,0.0,0.0,0.0
129,bldg_fa33c33b-6bb6-44e8-bb0b-2025072e9b0c,0.0,0.0,0.0
130,bldg_2c851679-4e6a-4a3d-ba43-87314598957e,0.0,0.0,0.0
131,bldg_21386868-a6d0-48fa-8486-79d3d7ce2d62,0.0,0.0,0.0
132,bldg_d12bcf88-35da-449a-826e-e95ebb27457f,0.0,0.0,0.0
133,bldg_1dc4a201-fa50-4d07-9ae3-44e2f27cbb21,0.0,0.0,0.0
134,bldg_f280a4eb-64a1-4b41-a4bc-6ad724f4d3fc,0.0,0.0,0.0
135,bldg_e5d5ed2a-5608-4dd8-bc67-01f9cebe6762,0.0,0.0,0.0
136,bldg_6430db14-561c-4d48-b38f-0e146ed3db42,0.0,0.0,0.0
137,bldg_a5330122-3005-4e05-ae6d-ef3bd9080b52,0.0,0.0,0.0
138,bldg_a87193be-ecac-4e1d-a567-5fb15fb01e0a,0.0,0.0,0.0
139,bldg_d6f553b0-0092-4bea-908c-3b4cad77578b,0.0,0.0,0.0
140,bldg_37ee1a68-9325-483f-b1b1-8400e1d46087,0.0,0.0,0.0
141,bldg_c4fdde91-b656-4875-8076-ededc39c4c1d,0.0,0.0,0.0
142,bldg_62b5770e-3a10-488c-9d89-eff99428857e,0.0,0.0,0.0
143,bldg_1cd01caf-2615-4ed9-8437-111c74c581f9,0.0,0.0,0.0
144,bldg_6b581d1b-0126-421c-8c39-c92225c38aa4,0.0,0.0,0.0
145,bldg_3df187b4-1539-4a4d-9267-fc50afaf803a,0.0,0.0,0.0
146,bldg_83e824ef-f9f3-4c8d-9d0b-487d58d87b0d,0.0,0.0,0.0
147,bldg_5471d38e-6af2-443f-aa7e-5900d11464a2,0.0,0.0,0.0
148,bldg_7e8ff280-82a5-4fbf-b1a3-7276e5d1ccbf,0.0,0.0,0.0
149,bldg_acc0a371-aba5-437d-b928-be480236f676,0.0,0.0,0.0
150,bldg_1f29f8cd-cbc0-4f6a-b0e5-6a91d2b25df0,0.0,0.0,0.0
151,bldg_e6cfcf28-bd5b-4468-8707-8413208c106d,0.0,0.0,0.0
152,bldg_4589b0fa-0506-4658-8919-796269f3b621,0.0,0.0,0.0
153,bldg_630fa625-359f-47c3-8706-1450f76d020a,0.0,0.0,0.0
154,bldg_05703dae-2324-412e-8632-5dddc71ba523,0.0,0.0,0.0
155,bldg_b78a2331-439f-4418-a38c-5b0d35b69827,0.0,0.0,0.0
156,bldg_33508226-fda5-40b7-9381-1888b36b1209,0.0,0.0,0.0
157,bldg_ef276630-c18c-49e3-9b16-b091f0b0ab57,0.0,0.0,0.0
158,bldg_f83c6793-1d5a-447b-be31-af4d0f3ea20a,0.0,0.0,0.0
159,bldg_ef4edf6d-ac82-46d6-a262-405b1e1e8051,0.0,0.0,0.0
160,bldg_cc9dbdb0-4ef6-4f9f-ab66-4ddd2d7b27ef,0.0,0.0,0.0
161,bldg_c1801d34-b930-4782-b7dc-6b8e5fc9c3c3,0.0,0.0,0.0
162,bldg_cecad51e-10f3-45a7-8312-ec0073468b64,0.0,0.0,0.0
163,bldg_0ce97877-ba87-43d7-a811-dfa3374599cd,0.0,0.0,0.0
164,bldg_d6d95f61-ad2e-40db-a4fa-91e24bcb924d,0.0,0.0,0.0
165,bldg_ba6b3739-aca0-4ebf-ba0b-ea2efca27f4c,0.0,0.0,0.0
166,bldg_eff34057-4d9c-4c5a-86b4-5faa7f0e02ff,0.0,0.0,0.0
167,bldg_8a53a6ab-7a7e-4c18-99ea-16413746b68d,0.0,0.0,0.0
168,bldg_e0265571-58e7-4006-994d-44351e3d1025,0.0,0.0,0.0
169,bldg_a4f99e88-b948-4560-a721-041ddae7246e,0.0,0.0,0.0
170,bldg_f77ff001-17ec-4de0-9c24-60f6d737d28c,0.0,0.0,0.0
171,bldg_e61f8705-286c-417c-b7c9-c0a552bca66e,0.0,0.0,0.0
172,bldg_1fdcad4d-2950-44ca-b0a5-8e281c074da0,0.0,0.0,0.0
173,bldg_2fb8e2aa-2408-4d9d-acbd-8bc3bca78bdd,0.0,0.0,0.0
174,bldg_6a811d09-a171-40c7-a574-8e4e8e17c2f8,0.0,0.0,0.0
175,bldg_1a79926a-d3c5-4a2b-919c-d450df451f05,0.0,0.0,0.0
176,bldg_590757e4-1ad2-4c32-b71f-a326a69f04ba,0.0,0.0,0.0
177,bldg_f5d9f322-69a1-4312-802d-017c2a0761c6,0.0,0.0,0.0
178,bldg_94b55a49-606e-46ab-9694-b3a65a046e87,0.0,0.0,0.0
179,bldg_3eeed387-2fe6-4b8a-940b-b909de142f39,0.0,0.0,0.0
180,bldg_67033076-3bba-46bc-bd77-8dae4d054362,0.0,0.0,0.0
181,bldg_613d8c39-e255-4a96-9e40-9e52f27fff85,0.0,0.0,0.0
182,bldg_6db775eb-2436-432c-9b47-71c4d33a5870,0.0,0.0,0.0
183,bldg_18804204-801b-402a-856e-a1b6fb68f77e,0.0,0.0,0.0
184,bldg_833eaa62-f01f-41f9-a87c-875339dd84ef,0.0,0.0,0.0
185,bldg_763f36bd-7523-44a0-bbf3-c5aee4a744f1,0.0,0.0,0.0
186,bldg_9b356d47-7944-42b0-a334-9ea25e534251,0.0,0.0,0.0
187,bldg_caeb52a8-2996-4e31-8deb-7aa30d768552,0.0,0.0,0.0
188,bldg_80b7bae2-1c37-417c-a1b4-1db14e2e1d47,0.0,0.0,0.0
189,bldg_17424c40-0029-4e3b-ba2c-1dbff2cbbc79,0.0,0.0,0.0
190,bldg_76a33f64-dc8b-46d4-b8c3-cf9e748e4ef7,0.0,0.0,0.0
191,bldg_a7f7fbba-f499-4efe-bd35-8b85eab38f0d,0.0,0.0,0.0
192,bldg_146b75e1-c644-4501-8a76-707116018d00,0.0,0.0,0.0
193,bldg_10702a8f-3f1c-4eaf-a379-a262a5344a55,0.0,0.0,0.0
194,bldg_1bd78b96-5fa2-49c8-a9be-1770a9ba9573,0.0,0.0,0.0
195,bldg_cc92d6d2-c901-47e3-9769-e5da427fae1a,0.0,0.0,0.0
196,bldg_2c3dffbc-0ddf-4cf8-aec7-42ac598bbbee,0.0,0.0,0.0
197,bldg_4fd2e256-f9e9-4645-97dc-84d43bb7077a,0.0,0.0,0.0
198,bldg_85a48da0-c9d9-4da8-9a10-5bacd7d6fb56,0.0,0.0,0.0
199,bldg_0148d499-ac3f-4040-b70a-00e5ea27c620,0.0,0.0,0.0
200,bldg_d1b05bec-12a2-4ec8-8f6a-55ac8944ab3b,0.0,0.0,0.0
201,bldg_8febd067-cd9e-4cfc-b27d-7bd39b5d9ca8,0.0,0.0,0.0
202,bldg_5fc251ac-0d5c-4e6c-9737-c79b9907c2d1,0.0,0.0,0.0
203,bldg_1ec1f3f3-40b9-431a-9dc2-80cfd596b1a5,0.0,0.0,0.0
204,bldg_a45827ff-aea2-469f-bb66-eab9249bff22,0.0,0.0,0.0
205,bldg_1a245956-812d-4a91-a2dc-0e5a02ebecd6,0.0,0.0,0.0
206,bldg_b0e5487f-e040-4893-8298-b5180ea80853,0.0,0.0,0.0
207,bldg_e97073da-9679-4b09-a422-33daf18a378f,0.0,0.0,0.0
208,bldg_50dbc660-678c-4a25-8869-ad935fa86e11,0.0,0.0,0.0
209,bldg_9a6030c3-bcab-4283-86ee-2e42802de8a3,0.0,0.0,0.0
210,bldg_7c4d322a-e287-40ee-8d90-6306cb99536e,0.0,0.0,0.0
211,bldg_3e0b9dbe-c721-41d3-a7ca-aa268e7e3183,0.0,0.0,0.0
212,bldg_084e90cc-8812-415f-9e90-ff429d96076f,0.0,0.0,0.0
213,bldg_f7a38fb1-3402-40c7-923f-1d761e94225a,0.0,0.0,0.0
214,bldg_84a74fa5-4091-4fdf-a09a-6c31a213523e,0.0,0.0,0.0
215,bldg_cb932bb0-6554-4181-8620-c2e2a52c456c,0.0,0.0,0.0
216,bldg_42bfa48f-333a-4a9f-b8b0-64160fc3b645,0.0,0.0,0.0
217,bldg_d14694e0-ee5e-4d14-9e06-3bfef47b463f,0.0,0.0,0.0
218,bldg_d3ef0d96-1533-43e5-914d-1219af10c0c9,0.0,0.0,0.0
219,bldg_782b3c79-f88d-471c-b175-764795293f75,0.0,0.0,0.0
220,bldg_0ce94450-7665-424f-aab1-e5ca2c4b236b,0.0,0.0,0.0
221,bldg_9313dcb2-aa36-46f9-b014-36191b23662b,0.0,0.0,0.0
222,bldg_ae146521-7bf2-4857-aca2-a5669a893696,0.0,0.0,0.0
223,bldg_f9f30a06-eb81-4a5b-987c-209668bd28e9,0.0,0.0,0.0
224,bldg_0a260c72-25ce-4bb4-bd09-fedcca60bff9,0.0,0.0,0.0
225,bldg_47ece94f-ee26-4a5b-b952-c8517e192a7c,0.0,0.0,0.0
226,bldg_8031fe35-f3b7-4970-9883-523ad3407b21,0.0,0.0,0.0
227,bldg_fee77de7-8caa-496a-b89c-9b81946f4f4c,0.0,0.0,0.0
228,bldg_80a16e27-8b51-4a82-859f-a749848314fb,0.0,0.0,0.0
229,bldg_958482f0-4cbf-4fba-ae7c-88b628d92b02,0.0,0.0,0.0
230,bldg_c13e2a33-2849-4ccd-8a42-e076ce72a288,0.0,0.0,0.0
231,bldg_db7ffd26-e00a-46a0-87ed-886460ff316f,0.0,0.0,0.0
232,bldg_26fbfd50-bec4-4dc4-b312-b8cad4f833ca,0.0,0.0,0.0
233,bldg_66c51645-2ec1-4b64-8d59-ec8ae1eacec5,0.0,0.0,0.0
234,bldg_f7e4160e-5755-49d5-8f1e-32337bf574f2,0.0,0.0,0.0
235,bldg_2b0fd393-bd63-4386-941e-6231290f4eac,0.0,0.0,0.0
236,bldg_bf9c1382-ce46-40ad-86ab-ab5419c2e6ee,0.0,0.0,0.0
237,bldg_289b87c0-c947-4a5c-aafc-a82bf9528d5a,0.0,0.0,0.0
238,bldg_fe2804b5-d3f3-4c34-815a-9087c35ede88,0.0,0.0,0.0
239,bldg_762de759-4255-4c03-99c3-836c711d722d,0.0,0.0,0.0
240,bldg_41a79a42-dba6-44d5-817d-8ddaeee23bcd,0.0,0.0,0.0
241,bldg_df733b9b-5ab7-4ace-a270-244aec751f4b,0.0,0.0,0.0
242,bldg_66f3bd09-3735-4ad2-a435-f644009e7df3,0.0,0.0,0.0
243,bldg_da16be3d-6dcd-438c-8418-d48fe4bfbfea,0.0,0.0,0.0
244,bldg_11b270e2-4a09-4c77-b39a-e584f36b1a91,0.0,0.0,0.0
245,bldg_83c71b30-1b0e-4f8b-87da-9d897ab91ed3,0.0,0.0,0.0
246,bldg_377ab309-9f6f-4ccb-8a88-93cf9e97ef07,0.0,0.0,0.0
247,bldg_b3f2bc8f-aa02-4a62-b7fe-86ef529f1662,0.0,0.0,0.0
248,bldg_38425c0c-9e42-4506-9b74-94ca46689e61,0.0,0.0,0.0
249,bldg_aebc39f9-05a5-40e7-9b52-5f607686401e,0.0,0.0,0.0
250,bldg_996d7439-961e-46b9-8d38-742e12bbdd82,0.0,0.0,0.0
251,bldg_21968b60-0138-4abc-9cc7-f8f0e6414961,0.0,0.0,0.0
252,bldg_e6712f6c-ae04-47f0-8c12-ee88fa8285b4,0.0,0.0,0.0
253,bldg_8f457fc4-7371-48fe-9def-e44b79ea1b06,0.0,0.0,0.0
254,bldg_6ade6cea-4cd4-4c23-aa0b-88a59140db53,0.0,0.0,0.0
255,bldg_9b7806c4-a938-4306-80d1-4d8dc8a437e0,0.0,0.0,0.0
256,bldg_720507e4-f4f5-4964-baa9-afaaf77eea9e,0.0,0.0,0.0
257,bldg_f9a429a6-e469-4a88-b92e-82e87c5dccca,0.0,0.0,0.0
258,bldg_844b8996-134b-4c4f-9a7b-6604c131159c,0.0,0.0,0.0
259,bldg_d865964a-6fe2-4837-ad5d-ca73acbf6c4b,0.0,0.0,0.0
260,bldg_569ad199-2674-44f1-b428-3940daea78d2,0.0,0.0,0.0
261,bldg_6fcb4353-44d9-4fad-b934-b7c6d6d18c40,0.0,0.0,0.0
262,bldg_5969d22d-14f5-4917-ad91-1880074b40f8,0.0,0.0,0.0
263,bldg_a81a3e5d-2196-40d6-abb8-3effb5b15584,0.0,0.0,0.0
264,bldg_863ec840-7177-4dce-84f9-9f2481cc80bc,0.0,0.0,0.0
265,bldg_ba6852bd-71bd-431d-bc81-d6d49ef84cce,0.0,0.0,0.0
266,bldg_4cd3881d-bff3-465b-b06d-f8b2929040a6,0.0,0.0,0.0
267,bldg_6507da4c-28ff-4203-b9b5-9bf52b611623,0.0,0.0,0.0
268,bldg_69ed9d7d-3f26-4c3c-ba33-02ab8171b366,0.0,0.0,0.0
269,bldg_d49bccce-6fd1-4b60-9b0e-e0ec28b0b873,0.0,0.0,0.0
270,bldg_2f480197-d9d3-4acc-9acb-6bde595ac0af,0.0,0.0,0.0
271,bldg_1173e71d-ddc7-46d8-b60d-97c42562baca,0.0,0.0,0.0
272,bldg_b84286e4-bc31-45a1-aac7-58085096e82e,0.0,0.0,0.0
273,bldg_876ad9dd-f67e-4085-844d-2c571d347a93,0.0,0.0,0.0
274,bldg_e25f2d1c-decf-49ab-bfa3-087a98a72d8f,0.0,0.0,0.0
275,bldg_8a4a306f-a52b-4d98-b4c1-8df60aca832f,0.0,0.0,0.0
276,bldg_4b52efb3-d598-46f6-b641-db81ddfdb3fb,0.0,0.0,0.0
277,bldg_e5fe3631-a345-497f-bece-1cba898dedb8,0.0,0.0,0.0
278,bldg_85d0536e-1a68-4e86-a24c-471406b5978b,0.0,0.0,0.0
279,bldg_a3877cce-0874-45aa-a234-1b425de6dc59,0.0,0.0,0.0
280,bldg_825beb67-b714-4359-a826-34546e0d99ef,0.0,0.0,0.0
281,bldg_76502928-a522-43db-934e-981e65127097,0.0,0.0,0.0
282,bldg_3b5b5a70-a41e-4486-992c-5f06c7eb7327,0.0,0.0,0.0
283,bldg_ae6c0d61-a7d5-486f-a9a9-4611e8ff3f5b,0.0,0.0,0.0
284,bldg_2445f552-a15d-43e3-90b2-2271963abdfd,0.0,0.0,0.0
285,bldg_11194b04-0668-44d6-8a82-0abb06fde7cb,0.0,0.0,0.0
286,bldg_8f8f0216-4e17-4df0-af4a-5895b75c4680,0.0,0.0,0.0
287,bldg_ece2eda0-ac70-4a94-bfda-a0a7d0d9539f,0.0,0.0,0.0
288,bldg_7a19a5b6-07d2-4de7-8837-b05c0f1b1867,0.0,0.0,0.0
289,bldg_f01e33b3-434b-4fac-9607-f9366094daff,0.0,0.0,0.0
290,bldg_db86f89d-e758-45ce-b0fa-d17a0df1a3d1,0.0,0.0,0.0
291,bldg_0db72836-c615-4956-99c3-04026b6868b2,0.0,0.0,0.0
292,bldg_4969cbd4-5add-43a5-93f8-35e402803910,0.0,0.0,0.0
293,bldg_791ef366-e84e-483b-aeae-de3f7393e86d,0.0,0.0,0.0
294,bldg_2f7e0851-64a2-4f65-a046-c0332ea9c422,0.0,0.0,0.0
295,bldg_e24dbd02-711c-46c6-aeb9-3f76e724e7ae,0.0,0.0,0.0
296,bldg_de5a2f79-894b-4bd4-89dd-ab18b9c05e7b,0.0,0.0,0.0
297,bldg_fefcfa3b-30ba-4e71-8a95-0de1e92b3f91,0.0,0.0,0.0
298,bldg_b1a038ce-268c-4eb4-8221-aed901d3bff6,0.0,0.0,0.0
299,bldg_2590281b-779e-47f4-bc5d-9900153a8aef,0.0,0.0,0.0
300,bldg_69291758-9662-4335-bd16-bbb89e7d135b,0.0,0.0,0.0
301,bldg_a96b4fec-0303-4e1c-b21e-306198c9ac9d,0.0,0.0,0.0
302,bldg_120f48a6-e9d3-4c88-bc21-049c4d383542,0.0,0.0,0.0
303,bldg_95a90a98-78dd-4939-95c4-d2d711318236,0.0,0.0,0.0
304,bldg_8838c2a3-d62a-4ccf-b022-c97cb90e2139,0.0,0.0,0.0
305,bldg_a5642a4e-d00d-4547-b50c-ce4690ea87f8,0.0,0.0,0.0
306,bldg_deb3329a-761f-4eb7-a158-9ec8208967f9,0.0,0.0,0.0
307,bldg_6544c056-ea85-4dc1-9a07-6b570e3dc39a,0.0,0.0,0.0
308,bldg_37363d50-60aa-4582-bd2b-782b9b9f37c2,0.0,0.0,0.0
309,bldg_0d252f23-afb2-4564-b529-eca880e09b81,0.0,0.0,0.0
